"17/08/2015 14:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 15:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 16:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 17:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 18:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 19:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 20:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 21:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 22:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 23:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"18/08/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
